Driver,LapTime,LapNumber,Compound,TyreLife,PitInTime,PitOutTime,TrackStatus,Position,FreshTyre,IsAccurate,Time,Season,GrandPrix
VER,0 days 00:01:39.019000,1.0,SOFT,4.0,,,12,1.0,False,False,0 days 01:04:15.902000,2023,Bahrain
VER,0 days 00:01:37.974000,2.0,SOFT,5.0,,,12,1.0,False,True,0 days 01:05:53.876000,2023,Bahrain
VER,0 days 00:01:38.006000,3.0,SOFT,6.0,,,1,1.0,False,True,0 days 01:07:31.882000,2023,Bahrain
VER,0 days 00:01:37.976000,4.0,SOFT,7.0,,,1,1.0,False,True,0 days 01:09:09.858000,2023,Bahrain
VER,0 days 00:01:38.035000,5.0,SOFT,8.0,,,1,1.0,False,True,0 days 01:10:47.893000,2023,Bahrain
VER,0 days 00:01:37.986000,6.0,SOFT,9.0,,,1,1.0,False,True,0 days 01:12:25.879000,2023,Bahrain
VER,0 days 00:01:38.021000,7.0,SOFT,10.0,,,1,1.0,False,True,0 days 01:14:03.900000,2023,Bahrain
VER,0 days 00:01:38.154000,8.0,SOFT,11.0,,,1,1.0,False,True,0 days 01:15:42.054000,2023,Bahrain
VER,0 days 00:01:38.278000,9.0,SOFT,12.0,,,1,1.0,False,True,0 days 01:17:20.332000,2023,Bahrain
VER,0 days 00:01:38.369000,10.0,SOFT,13.0,,,1,1.0,False,True,0 days 01:18:58.701000,2023,Bahrain
VER,0 days 00:01:38.483000,11.0,SOFT,14.0,,,1,1.0,False,True,0 days 01:20:37.184000,2023,Bahrain
VER,0 days 00:01:38.591000,12.0,SOFT,15.0,,,1,1.0,False,True,0 days 01:22:15.775000,2023,Bahrain
VER,0 days 00:01:38.482000,13.0,SOFT,16.0,,,1,1.0,False,True,0 days 01:23:54.257000,2023,Bahrain
VER,0 days 00:01:41.295000,14.0,SOFT,17.0,0 days 01:25:33.830000,,1,1.0,False,False,0 days 01:25:35.552000,2023,Bahrain
VER,0 days 00:01:58.378000,15.0,SOFT,1.0,,0 days 01:25:58.127000,1,2.0,False,False,0 days 01:27:33.930000,2023,Bahrain
VER,0 days 00:01:37.801000,16.0,SOFT,2.0,,,1,2.0,False,True,0 days 01:29:11.731000,2023,Bahrain
VER,0 days 00:01:37.648000,17.0,SOFT,3.0,,,1,2.0,False,True,0 days 01:30:49.379000,2023,Bahrain
VER,0 days 00:01:37.614000,18.0,SOFT,4.0,,,1,1.0,False,True,0 days 01:32:26.993000,2023,Bahrain
VER,0 days 00:01:37.712000,19.0,SOFT,5.0,,,1,1.0,False,True,0 days 01:34:04.705000,2023,Bahrain
VER,0 days 00:01:37.788000,20.0,SOFT,6.0,,,1,1.0,False,True,0 days 01:35:42.493000,2023,Bahrain
VER,0 days 00:01:37.582000,21.0,SOFT,7.0,,,1,1.0,False,True,0 days 01:37:20.075000,2023,Bahrain
VER,0 days 00:01:37.651000,22.0,SOFT,8.0,,,1,1.0,False,True,0 days 01:38:57.726000,2023,Bahrain
VER,0 days 00:01:37.552000,23.0,SOFT,9.0,,,1,1.0,False,True,0 days 01:40:35.278000,2023,Bahrain
VER,0 days 00:01:37.387000,24.0,SOFT,10.0,,,1,1.0,False,True,0 days 01:42:12.665000,2023,Bahrain
VER,0 days 00:01:37.372000,25.0,SOFT,11.0,,,1,1.0,False,True,0 days 01:43:50.037000,2023,Bahrain
VER,0 days 00:01:37.682000,26.0,SOFT,12.0,,,1,1.0,False,True,0 days 01:45:27.719000,2023,Bahrain
VER,0 days 00:01:37.379000,27.0,SOFT,13.0,,,1,1.0,False,True,0 days 01:47:05.098000,2023,Bahrain
VER,0 days 00:01:37.651000,28.0,SOFT,14.0,,,1,1.0,False,True,0 days 01:48:42.749000,2023,Bahrain
VER,0 days 00:01:37.571000,29.0,SOFT,15.0,,,1,1.0,False,True,0 days 01:50:20.320000,2023,Bahrain
VER,0 days 00:01:37.549000,30.0,SOFT,16.0,,,1,1.0,False,True,0 days 01:51:57.869000,2023,Bahrain
VER,0 days 00:01:37.431000,31.0,SOFT,17.0,,,1,1.0,False,True,0 days 01:53:35.300000,2023,Bahrain
VER,0 days 00:01:37.691000,32.0,SOFT,18.0,,,1,1.0,False,True,0 days 01:55:12.991000,2023,Bahrain
VER,0 days 00:01:37.686000,33.0,SOFT,19.0,,,1,1.0,False,True,0 days 01:56:50.677000,2023,Bahrain
VER,0 days 00:01:37.839000,34.0,SOFT,20.0,,,1,1.0,False,True,0 days 01:58:28.516000,2023,Bahrain
VER,0 days 00:01:37.850000,35.0,SOFT,21.0,,,1,1.0,False,True,0 days 02:00:06.366000,2023,Bahrain
VER,0 days 00:01:40.964000,36.0,SOFT,22.0,0 days 02:01:45.619000,,1,1.0,False,False,0 days 02:01:47.330000,2023,Bahrain
VER,0 days 00:01:58.490000,37.0,HARD,1.0,,0 days 02:02:10.556000,1,1.0,True,False,0 days 02:03:45.820000,2023,Bahrain
VER,0 days 00:01:36.297000,38.0,HARD,2.0,,,1,1.0,True,True,0 days 02:05:22.117000,2023,Bahrain
VER,0 days 00:01:36.446000,39.0,HARD,3.0,,,1,1.0,True,True,0 days 02:06:58.563000,2023,Bahrain
VER,0 days 00:01:36.942000,40.0,HARD,4.0,,,1,1.0,True,True,0 days 02:08:35.505000,2023,Bahrain
VER,0 days 00:02:00.495000,41.0,HARD,5.0,,,126,1.0,True,False,0 days 02:10:36,2023,Bahrain
VER,0 days 00:01:44.824000,42.0,HARD,6.0,,,671,1.0,True,False,0 days 02:12:20.824000,2023,Bahrain
VER,0 days 00:01:36.890000,43.0,HARD,7.0,,,1,1.0,True,True,0 days 02:13:57.714000,2023,Bahrain
VER,0 days 00:01:36.236000,44.0,HARD,8.0,,,1,1.0,True,True,0 days 02:15:33.950000,2023,Bahrain
VER,0 days 00:01:37.015000,45.0,HARD,9.0,,,1,1.0,True,True,0 days 02:17:10.965000,2023,Bahrain
VER,0 days 00:01:36.701000,46.0,HARD,10.0,,,1,1.0,True,True,0 days 02:18:47.666000,2023,Bahrain
VER,0 days 00:01:37.009000,47.0,HARD,11.0,,,1,1.0,True,True,0 days 02:20:24.675000,2023,Bahrain
VER,0 days 00:01:36.918000,48.0,HARD,12.0,,,1,1.0,True,True,0 days 02:22:01.593000,2023,Bahrain
VER,0 days 00:01:36.962000,49.0,HARD,13.0,,,1,1.0,True,True,0 days 02:23:38.555000,2023,Bahrain
VER,0 days 00:01:37.250000,50.0,HARD,14.0,,,1,1.0,True,True,0 days 02:25:15.805000,2023,Bahrain
VER,0 days 00:01:37.427000,51.0,HARD,15.0,,,1,1.0,True,True,0 days 02:26:53.232000,2023,Bahrain
VER,0 days 00:01:36.919000,52.0,HARD,16.0,,,1,1.0,True,True,0 days 02:28:30.151000,2023,Bahrain
VER,0 days 00:01:36.890000,53.0,HARD,17.0,,,1,1.0,True,True,0 days 02:30:07.041000,2023,Bahrain
VER,0 days 00:01:36.678000,54.0,HARD,18.0,,,1,1.0,True,True,0 days 02:31:43.719000,2023,Bahrain
VER,0 days 00:01:36.322000,55.0,HARD,19.0,,,1,1.0,True,True,0 days 02:33:20.041000,2023,Bahrain
VER,0 days 00:01:37.205000,56.0,HARD,20.0,,,1,1.0,True,True,0 days 02:34:57.246000,2023,Bahrain
VER,0 days 00:01:36.373000,57.0,HARD,21.0,,,1,1.0,True,True,0 days 02:36:33.619000,2023,Bahrain
GAS,0 days 00:01:49.649000,1.0,SOFT,1.0,,,12,19.0,True,False,0 days 01:04:26.532000,2023,Bahrain
GAS,0 days 00:01:40.438000,2.0,SOFT,2.0,,,21,18.0,True,True,0 days 01:06:06.970000,2023,Bahrain
GAS,0 days 00:01:40.643000,3.0,SOFT,3.0,,,1,18.0,True,True,0 days 01:07:47.613000,2023,Bahrain
GAS,0 days 00:01:40.894000,4.0,SOFT,4.0,,,1,18.0,True,True,0 days 01:09:28.507000,2023,Bahrain
GAS,0 days 00:01:40.818000,5.0,SOFT,5.0,,,1,18.0,True,True,0 days 01:11:09.325000,2023,Bahrain
GAS,0 days 00:01:41.110000,6.0,SOFT,6.0,,,1,18.0,True,True,0 days 01:12:50.435000,2023,Bahrain
GAS,0 days 00:01:41.134000,7.0,SOFT,7.0,,,1,18.0,True,True,0 days 01:14:31.569000,2023,Bahrain
GAS,0 days 00:01:41.173000,8.0,SOFT,8.0,,,1,18.0,True,True,0 days 01:16:12.742000,2023,Bahrain
GAS,0 days 00:01:44.201000,9.0,SOFT,9.0,0 days 01:17:55.198000,,1,19.0,True,False,0 days 01:17:56.943000,2023,Bahrain
GAS,0 days 00:02:01.262000,10.0,HARD,1.0,,0 days 01:18:21.104000,1,20.0,True,False,0 days 01:19:58.205000,2023,Bahrain
GAS,0 days 00:01:38.762000,11.0,HARD,2.0,,,1,19.0,True,True,0 days 01:21:36.967000,2023,Bahrain
GAS,0 days 00:01:38.928000,12.0,HARD,3.0,,,1,17.0,True,True,0 days 01:23:15.895000,2023,Bahrain
GAS,0 days 00:01:39.349000,13.0,HARD,4.0,,,1,14.0,True,True,0 days 01:24:55.244000,2023,Bahrain
GAS,0 days 00:01:38.859000,14.0,HARD,5.0,,,1,14.0,True,True,0 days 01:26:34.103000,2023,Bahrain
GAS,0 days 00:01:38.985000,15.0,HARD,6.0,,,1,14.0,True,True,0 days 01:28:13.088000,2023,Bahrain
GAS,0 days 00:01:38.945000,16.0,HARD,7.0,,,1,12.0,True,True,0 days 01:29:52.033000,2023,Bahrain
GAS,0 days 00:01:39.011000,17.0,HARD,8.0,,,1,12.0,True,True,0 days 01:31:31.044000,2023,Bahrain
GAS,0 days 00:01:39.029000,18.0,HARD,9.0,,,1,12.0,True,True,0 days 01:33:10.073000,2023,Bahrain
GAS,0 days 00:01:39.066000,19.0,HARD,10.0,,,1,12.0,True,True,0 days 01:34:49.139000,2023,Bahrain
GAS,0 days 00:01:39.017000,20.0,HARD,11.0,,,1,12.0,True,True,0 days 01:36:28.156000,2023,Bahrain
GAS,0 days 00:01:39.327000,21.0,HARD,12.0,,,1,12.0,True,True,0 days 01:38:07.483000,2023,Bahrain
GAS,0 days 00:01:39.485000,22.0,HARD,13.0,,,1,12.0,True,True,0 days 01:39:46.968000,2023,Bahrain
GAS,0 days 00:01:39.263000,23.0,HARD,14.0,,,1,12.0,True,True,0 days 01:41:26.231000,2023,Bahrain
GAS,0 days 00:01:39.761000,24.0,HARD,15.0,,,1,12.0,True,True,0 days 01:43:05.992000,2023,Bahrain
GAS,0 days 00:01:42.288000,25.0,HARD,16.0,0 days 01:44:46.559000,,1,12.0,True,False,0 days 01:44:48.280000,2023,Bahrain
GAS,0 days 00:01:59.404000,26.0,HARD,1.0,,0 days 01:45:11.481000,1,17.0,True,False,0 days 01:46:47.684000,2023,Bahrain
GAS,0 days 00:01:38.729000,27.0,HARD,2.0,,,1,15.0,True,True,0 days 01:48:26.413000,2023,Bahrain
GAS,0 days 00:01:37.761000,28.0,HARD,3.0,,,1,14.0,True,True,0 days 01:50:04.174000,2023,Bahrain
GAS,0 days 00:01:38.012000,29.0,HARD,4.0,,,1,14.0,True,True,0 days 01:51:42.186000,2023,Bahrain
GAS,0 days 00:01:37.760000,30.0,HARD,5.0,,,1,13.0,True,True,0 days 01:53:19.946000,2023,Bahrain
GAS,0 days 00:01:37.968000,31.0,HARD,6.0,,,1,12.0,True,True,0 days 01:54:57.914000,2023,Bahrain
GAS,0 days 00:01:38.012000,32.0,HARD,7.0,,,1,12.0,True,True,0 days 01:56:35.926000,2023,Bahrain
GAS,0 days 00:01:37.974000,33.0,HARD,8.0,,,1,11.0,True,True,0 days 01:58:13.900000,2023,Bahrain
GAS,0 days 00:01:38.022000,34.0,HARD,9.0,,,1,11.0,True,True,0 days 01:59:51.922000,2023,Bahrain
GAS,0 days 00:01:38.088000,35.0,HARD,10.0,,,1,11.0,True,True,0 days 02:01:30.010000,2023,Bahrain
GAS,0 days 00:01:38.184000,36.0,HARD,11.0,,,1,11.0,True,True,0 days 02:03:08.194000,2023,Bahrain
GAS,0 days 00:01:38.133000,37.0,HARD,12.0,,,1,11.0,True,True,0 days 02:04:46.327000,2023,Bahrain
GAS,0 days 00:01:38.108000,38.0,HARD,13.0,,,1,11.0,True,True,0 days 02:06:24.435000,2023,Bahrain
GAS,0 days 00:01:38.537000,39.0,HARD,14.0,,,1,11.0,True,True,0 days 02:08:02.972000,2023,Bahrain
GAS,0 days 00:01:49.707000,40.0,HARD,15.0,0 days 02:09:50.970000,,126,10.0,True,False,0 days 02:09:52.679000,2023,Bahrain
GAS,0 days 00:02:08.544000,41.0,SOFT,1.0,,0 days 02:10:15.719000,671,10.0,True,False,0 days 02:12:01.223000,2023,Bahrain
GAS,0 days 00:01:35.068000,42.0,SOFT,2.0,,,1,9.0,True,True,0 days 02:13:36.291000,2023,Bahrain
GAS,0 days 00:01:35.942000,43.0,SOFT,3.0,,,1,9.0,True,True,0 days 02:15:12.233000,2023,Bahrain
GAS,0 days 00:01:35.792000,44.0,SOFT,4.0,,,1,9.0,True,True,0 days 02:16:48.025000,2023,Bahrain
GAS,0 days 00:01:36.186000,45.0,SOFT,5.0,,,1,9.0,True,True,0 days 02:18:24.211000,2023,Bahrain
GAS,0 days 00:01:36.041000,46.0,SOFT,6.0,,,1,9.0,True,True,0 days 02:20:00.252000,2023,Bahrain
GAS,0 days 00:01:36.120000,47.0,SOFT,7.0,,,1,9.0,True,True,0 days 02:21:36.372000,2023,Bahrain
GAS,0 days 00:01:36.368000,48.0,SOFT,8.0,,,1,9.0,True,True,0 days 02:23:12.740000,2023,Bahrain
GAS,0 days 00:01:36.803000,49.0,SOFT,9.0,,,1,9.0,True,True,0 days 02:24:49.543000,2023,Bahrain
GAS,0 days 00:01:36.551000,50.0,SOFT,10.0,,,1,9.0,True,True,0 days 02:26:26.094000,2023,Bahrain
GAS,0 days 00:01:36.635000,51.0,SOFT,11.0,,,1,9.0,True,True,0 days 02:28:02.729000,2023,Bahrain
GAS,0 days 00:01:36.891000,52.0,SOFT,12.0,,,1,9.0,True,True,0 days 02:29:39.620000,2023,Bahrain
GAS,0 days 00:01:36.979000,53.0,SOFT,13.0,,,1,9.0,True,True,0 days 02:31:16.599000,2023,Bahrain
GAS,0 days 00:01:37.222000,54.0,SOFT,14.0,,,1,9.0,True,True,0 days 02:32:53.821000,2023,Bahrain
GAS,0 days 00:01:37.559000,55.0,SOFT,15.0,,,1,9.0,True,True,0 days 02:34:31.380000,2023,Bahrain
GAS,0 days 00:01:37.845000,56.0,SOFT,16.0,,,1,9.0,True,True,0 days 02:36:09.225000,2023,Bahrain
GAS,0 days 00:01:38.147000,57.0,SOFT,17.0,,,1,9.0,True,True,0 days 02:37:47.372000,2023,Bahrain
PER,0 days 00:01:41.063000,1.0,SOFT,4.0,,,12,3.0,False,False,0 days 01:04:17.946000,2023,Bahrain
PER,0 days 00:01:38.862000,2.0,SOFT,5.0,,,21,3.0,False,True,0 days 01:05:56.808000,2023,Bahrain
PER,0 days 00:01:38.830000,3.0,SOFT,6.0,,,1,3.0,False,True,0 days 01:07:35.638000,2023,Bahrain
PER,0 days 00:01:38.758000,4.0,SOFT,7.0,,,1,3.0,False,True,0 days 01:09:14.396000,2023,Bahrain
PER,0 days 00:01:38.404000,5.0,SOFT,8.0,,,1,3.0,False,True,0 days 01:10:52.800000,2023,Bahrain
PER,0 days 00:01:38.718000,6.0,SOFT,9.0,,,1,3.0,False,True,0 days 01:12:31.518000,2023,Bahrain
PER,0 days 00:01:38.804000,7.0,SOFT,10.0,,,1,3.0,False,True,0 days 01:14:10.322000,2023,Bahrain
PER,0 days 00:01:39.172000,8.0,SOFT,11.0,,,1,3.0,False,True,0 days 01:15:49.494000,2023,Bahrain
PER,0 days 00:01:38.914000,9.0,SOFT,12.0,,,1,3.0,False,True,0 days 01:17:28.408000,2023,Bahrain
PER,0 days 00:01:39.085000,10.0,SOFT,13.0,,,1,3.0,False,True,0 days 01:19:07.493000,2023,Bahrain
PER,0 days 00:01:39.249000,11.0,SOFT,14.0,,,1,3.0,False,True,0 days 01:20:46.742000,2023,Bahrain
PER,0 days 00:01:39.197000,12.0,SOFT,15.0,,,1,3.0,False,True,0 days 01:22:25.939000,2023,Bahrain
PER,0 days 00:01:39.336000,13.0,SOFT,16.0,,,1,2.0,False,True,0 days 01:24:05.275000,2023,Bahrain
PER,0 days 00:01:38.739000,14.0,SOFT,17.0,,,1,2.0,False,True,0 days 01:25:44.014000,2023,Bahrain
PER,0 days 00:01:38.608000,15.0,SOFT,18.0,,,1,1.0,False,True,0 days 01:27:22.622000,2023,Bahrain
PER,0 days 00:01:38.770000,16.0,SOFT,19.0,,,1,1.0,False,True,0 days 01:29:01.392000,2023,Bahrain
PER,0 days 00:01:41.360000,17.0,SOFT,20.0,0 days 01:30:41.043000,,1,1.0,False,False,0 days 01:30:42.752000,2023,Bahrain
PER,0 days 00:01:58.797000,18.0,SOFT,3.0,,0 days 01:31:05.324000,1,3.0,False,False,0 days 01:32:41.549000,2023,Bahrain
PER,0 days 00:01:37.659000,19.0,SOFT,4.0,,,1,3.0,False,True,0 days 01:34:19.208000,2023,Bahrain
PER,0 days 00:01:37.448000,20.0,SOFT,5.0,,,1,3.0,False,True,0 days 01:35:56.656000,2023,Bahrain
PER,0 days 00:01:37.240000,21.0,SOFT,6.0,,,1,3.0,False,True,0 days 01:37:33.896000,2023,Bahrain
PER,0 days 00:01:37.169000,22.0,SOFT,7.0,,,1,3.0,False,True,0 days 01:39:11.065000,2023,Bahrain
PER,0 days 00:01:37.304000,23.0,SOFT,8.0,,,1,3.0,False,True,0 days 01:40:48.369000,2023,Bahrain
PER,0 days 00:01:37.352000,24.0,SOFT,9.0,,,1,3.0,False,True,0 days 01:42:25.721000,2023,Bahrain
PER,0 days 00:01:38.418000,25.0,SOFT,10.0,,,1,3.0,False,True,0 days 01:44:04.139000,2023,Bahrain
PER,0 days 00:01:37.454000,26.0,SOFT,11.0,,,1,2.0,False,True,0 days 01:45:41.593000,2023,Bahrain
PER,0 days 00:01:37.387000,27.0,SOFT,12.0,,,1,2.0,False,True,0 days 01:47:18.980000,2023,Bahrain
PER,0 days 00:01:37.211000,28.0,SOFT,13.0,,,1,2.0,False,True,0 days 01:48:56.191000,2023,Bahrain
PER,0 days 00:01:37.733000,29.0,SOFT,14.0,,,1,2.0,False,True,0 days 01:50:33.924000,2023,Bahrain
PER,0 days 00:01:37.400000,30.0,SOFT,15.0,,,1,2.0,False,True,0 days 01:52:11.324000,2023,Bahrain
PER,0 days 00:01:37.919000,31.0,SOFT,16.0,,,1,2.0,False,True,0 days 01:53:49.243000,2023,Bahrain
PER,0 days 00:01:37.722000,32.0,SOFT,17.0,,,1,2.0,False,True,0 days 01:55:26.965000,2023,Bahrain
PER,0 days 00:01:37.869000,33.0,SOFT,18.0,,,1,2.0,False,True,0 days 01:57:04.834000,2023,Bahrain
PER,0 days 00:01:40.686000,34.0,SOFT,19.0,0 days 01:58:43.794000,,1,2.0,False,False,0 days 01:58:45.520000,2023,Bahrain
PER,0 days 00:01:58.785000,35.0,HARD,1.0,,0 days 01:59:08.856000,1,2.0,True,False,0 days 02:00:44.305000,2023,Bahrain
PER,0 days 00:01:36.820000,36.0,HARD,2.0,,,1,2.0,True,True,0 days 02:02:21.125000,2023,Bahrain
PER,0 days 00:01:36.344000,37.0,HARD,3.0,,,1,2.0,True,True,0 days 02:03:57.469000,2023,Bahrain
PER,0 days 00:01:36.431000,38.0,HARD,4.0,,,1,2.0,True,True,0 days 02:05:33.900000,2023,Bahrain
PER,0 days 00:01:36.429000,39.0,HARD,5.0,,,1,2.0,True,True,0 days 02:07:10.329000,2023,Bahrain
PER,0 days 00:01:37.114000,40.0,HARD,6.0,,,1,2.0,True,True,0 days 02:08:47.443000,2023,Bahrain
PER,0 days 00:02:03.522000,41.0,HARD,7.0,,,126,2.0,True,False,0 days 02:10:50.965000,2023,Bahrain
PER,0 days 00:01:39.657000,42.0,HARD,8.0,,,671,2.0,True,False,0 days 02:12:30.622000,2023,Bahrain
PER,0 days 00:01:36.554000,43.0,HARD,9.0,,,1,2.0,True,True,0 days 02:14:07.176000,2023,Bahrain
PER,0 days 00:01:36.978000,44.0,HARD,10.0,,,1,2.0,True,True,0 days 02:15:44.154000,2023,Bahrain
PER,0 days 00:01:36.928000,45.0,HARD,11.0,,,1,2.0,True,True,0 days 02:17:21.082000,2023,Bahrain
PER,0 days 00:01:37.257000,46.0,HARD,12.0,,,1,2.0,True,True,0 days 02:18:58.339000,2023,Bahrain
PER,0 days 00:01:36.661000,47.0,HARD,13.0,,,1,2.0,True,True,0 days 02:20:35,2023,Bahrain
PER,0 days 00:01:36.859000,48.0,HARD,14.0,,,1,2.0,True,True,0 days 02:22:11.859000,2023,Bahrain
PER,0 days 00:01:37.049000,49.0,HARD,15.0,,,1,2.0,True,True,0 days 02:23:48.908000,2023,Bahrain
PER,0 days 00:01:37.731000,50.0,HARD,16.0,,,1,2.0,True,True,0 days 02:25:26.639000,2023,Bahrain
PER,0 days 00:01:37.049000,51.0,HARD,17.0,,,1,2.0,True,True,0 days 02:27:03.688000,2023,Bahrain
PER,0 days 00:01:37.062000,52.0,HARD,18.0,,,1,2.0,True,True,0 days 02:28:40.750000,2023,Bahrain
PER,0 days 00:01:37.345000,53.0,HARD,19.0,,,1,2.0,True,True,0 days 02:30:18.095000,2023,Bahrain
PER,0 days 00:01:37.296000,54.0,HARD,20.0,,,1,2.0,True,True,0 days 02:31:55.391000,2023,Bahrain
PER,0 days 00:01:37.092000,55.0,HARD,21.0,,,1,2.0,True,True,0 days 02:33:32.483000,2023,Bahrain
PER,0 days 00:01:36.565000,56.0,HARD,22.0,,,1,2.0,True,True,0 days 02:35:09.048000,2023,Bahrain
PER,0 days 00:01:36.558000,57.0,HARD,23.0,,,1,2.0,True,True,0 days 02:36:45.606000,2023,Bahrain
ALO,0 days 00:01:43.608000,1.0,SOFT,4.0,,,12,7.0,False,False,0 days 01:04:20.491000,2023,Bahrain
ALO,0 days 00:01:39.792000,2.0,SOFT,5.0,,,21,7.0,False,True,0 days 01:06:00.283000,2023,Bahrain
ALO,0 days 00:01:39.100000,3.0,SOFT,6.0,,,1,7.0,False,True,0 days 01:07:39.383000,2023,Bahrain
ALO,0 days 00:01:39.548000,4.0,SOFT,7.0,,,1,7.0,False,True,0 days 01:09:18.931000,2023,Bahrain
ALO,0 days 00:01:39.662000,5.0,SOFT,8.0,,,1,7.0,False,True,0 days 01:10:58.593000,2023,Bahrain
ALO,0 days 00:01:39.674000,6.0,SOFT,9.0,,,1,7.0,False,True,0 days 01:12:38.267000,2023,Bahrain
ALO,0 days 00:01:39.729000,7.0,SOFT,10.0,,,1,7.0,False,True,0 days 01:14:17.996000,2023,Bahrain
ALO,0 days 00:01:39.959000,8.0,SOFT,11.0,,,1,7.0,False,True,0 days 01:15:57.955000,2023,Bahrain
ALO,0 days 00:01:40.275000,9.0,SOFT,12.0,,,1,7.0,False,True,0 days 01:17:38.230000,2023,Bahrain
ALO,0 days 00:01:40.203000,10.0,SOFT,13.0,,,1,7.0,False,True,0 days 01:19:18.433000,2023,Bahrain
ALO,0 days 00:01:41.147000,11.0,SOFT,14.0,,,1,7.0,False,True,0 days 01:20:59.580000,2023,Bahrain
ALO,0 days 00:01:40.934000,12.0,SOFT,15.0,,,1,6.0,False,True,0 days 01:22:40.514000,2023,Bahrain
ALO,0 days 00:01:40.341000,13.0,SOFT,16.0,,,1,5.0,False,True,0 days 01:24:20.855000,2023,Bahrain
ALO,0 days 00:01:42.212000,14.0,SOFT,17.0,0 days 01:26:01.361000,,1,4.0,False,False,0 days 01:26:03.067000,2023,Bahrain
ALO,0 days 00:01:59.692000,15.0,HARD,1.0,,0 days 01:26:27.142000,1,8.0,True,False,0 days 01:28:02.759000,2023,Bahrain
ALO,0 days 00:01:37.542000,16.0,HARD,2.0,,,1,7.0,True,True,0 days 01:29:40.301000,2023,Bahrain
ALO,0 days 00:01:38.139000,17.0,HARD,3.0,,,1,6.0,True,True,0 days 01:31:18.440000,2023,Bahrain
ALO,0 days 00:01:38.124000,18.0,HARD,4.0,,,1,6.0,True,True,0 days 01:32:56.564000,2023,Bahrain
ALO,0 days 00:01:38.361000,19.0,HARD,5.0,,,1,6.0,True,True,0 days 01:34:34.925000,2023,Bahrain
ALO,0 days 00:01:38.318000,20.0,HARD,6.0,,,1,6.0,True,True,0 days 01:36:13.243000,2023,Bahrain
ALO,0 days 00:01:38.407000,21.0,HARD,7.0,,,1,6.0,True,True,0 days 01:37:51.650000,2023,Bahrain
ALO,0 days 00:01:38.200000,22.0,HARD,8.0,,,1,6.0,True,True,0 days 01:39:29.850000,2023,Bahrain
ALO,0 days 00:01:37.853000,23.0,HARD,9.0,,,1,6.0,True,True,0 days 01:41:07.703000,2023,Bahrain
ALO,0 days 00:01:37.878000,24.0,HARD,10.0,,,1,6.0,True,True,0 days 01:42:45.581000,2023,Bahrain
ALO,0 days 00:01:38.139000,25.0,HARD,11.0,,,1,6.0,True,True,0 days 01:44:23.720000,2023,Bahrain
ALO,0 days 00:01:38.127000,26.0,HARD,12.0,,,1,6.0,True,True,0 days 01:46:01.847000,2023,Bahrain
ALO,0 days 00:01:38.612000,27.0,HARD,13.0,,,1,6.0,True,True,0 days 01:47:40.459000,2023,Bahrain
ALO,0 days 00:01:38.199000,28.0,HARD,14.0,,,1,6.0,True,True,0 days 01:49:18.658000,2023,Bahrain
ALO,0 days 00:01:38.585000,29.0,HARD,15.0,,,1,6.0,True,True,0 days 01:50:57.243000,2023,Bahrain
ALO,0 days 00:01:38.282000,30.0,HARD,16.0,,,1,5.0,True,True,0 days 01:52:35.525000,2023,Bahrain
ALO,0 days 00:01:38.009000,31.0,HARD,17.0,,,1,5.0,True,True,0 days 01:54:13.534000,2023,Bahrain
ALO,0 days 00:01:37.871000,32.0,HARD,18.0,,,1,4.0,True,True,0 days 01:55:51.405000,2023,Bahrain
ALO,0 days 00:01:37.769000,33.0,HARD,19.0,,,1,4.0,True,True,0 days 01:57:29.174000,2023,Bahrain
ALO,0 days 00:01:40.353000,34.0,HARD,20.0,0 days 01:59:07.809000,,1,3.0,True,False,0 days 01:59:09.527000,2023,Bahrain
ALO,0 days 00:01:57.389000,35.0,HARD,1.0,,0 days 01:59:32.653000,1,6.0,True,False,0 days 02:01:06.916000,2023,Bahrain
ALO,0 days 00:01:36.156000,36.0,HARD,2.0,,,1,6.0,True,True,0 days 02:02:43.072000,2023,Bahrain
ALO,0 days 00:01:37.431000,37.0,HARD,3.0,,,1,6.0,True,True,0 days 02:04:20.503000,2023,Bahrain
ALO,0 days 00:01:37.002000,38.0,HARD,4.0,,,1,5.0,True,True,0 days 02:05:57.505000,2023,Bahrain
ALO,0 days 00:01:37.243000,39.0,HARD,5.0,,,1,5.0,True,True,0 days 02:07:34.748000,2023,Bahrain
ALO,0 days 00:01:37.208000,40.0,HARD,6.0,,,12,4.0,True,True,0 days 02:09:11.956000,2023,Bahrain
ALO,0 days 00:02:06.713000,41.0,HARD,7.0,,,2671,4.0,True,False,0 days 02:11:18.669000,2023,Bahrain
ALO,0 days 00:01:36.334000,42.0,HARD,8.0,,,1,4.0,True,True,0 days 02:12:55.003000,2023,Bahrain
ALO,0 days 00:01:36.911000,43.0,HARD,9.0,,,1,4.0,True,True,0 days 02:14:31.914000,2023,Bahrain
ALO,0 days 00:01:37.022000,44.0,HARD,10.0,,,1,4.0,True,True,0 days 02:16:08.936000,2023,Bahrain
ALO,0 days 00:01:37.931000,45.0,HARD,11.0,,,1,3.0,True,True,0 days 02:17:46.867000,2023,Bahrain
ALO,0 days 00:01:37.087000,46.0,HARD,12.0,,,1,3.0,True,True,0 days 02:19:23.954000,2023,Bahrain
