Driver,LapTime,LapNumber,Compound,TyreLife,PitInTime,PitOutTime,TrackStatus,Position,FreshTyre,IsAccurate,Time,Season,GrandPrix
ZHO,0 days 00:01:41.268000,7.0,HARD,6.0,,,124,15.0,True,False,0 days 01:14:26.815000,2023,Australia
ZHO,,8.0,HARD,7.0,0 days 01:17:17.993000,,451,15.0,True,False,0 days 01:32:53.083000,2023,Australia
ZHO,,9.0,HARD,8.0,,0 days 01:32:55.857000,1,15.0,False,False,0 days 01:35:51.519000,2023,Australia
ZHO,0 days 00:01:31.657000,10.0,HARD,9.0,,,1,12.0,False,True,0 days 01:37:23.176000,2023,Australia
ZHO,0 days 00:01:25.230000,11.0,HARD,10.0,,,1,12.0,False,True,0 days 01:38:48.406000,2023,Australia
ZHO,0 days 00:01:23.869000,12.0,HARD,11.0,,,1,12.0,False,True,0 days 01:40:12.275000,2023,Australia
ZHO,0 days 00:01:23.411000,13.0,HARD,12.0,,,1,12.0,False,True,0 days 01:41:35.686000,2023,Australia
ZHO,0 days 00:01:23.581000,14.0,HARD,13.0,,,1,12.0,False,True,0 days 01:42:59.267000,2023,Australia
ZHO,0 days 00:01:25.028000,15.0,HARD,14.0,,,1,12.0,False,True,0 days 01:44:24.295000,2023,Australia
ZHO,0 days 00:01:25.545000,16.0,HARD,15.0,,,1,14.0,False,True,0 days 01:45:49.840000,2023,Australia
ZHO,0 days 00:01:23.374000,17.0,HARD,16.0,,,1,13.0,False,True,0 days 01:47:13.214000,2023,Australia
ZHO,0 days 00:01:47.644000,18.0,HARD,17.0,,,16,13.0,False,False,0 days 01:49:00.858000,2023,Australia
ZHO,0 days 00:01:37.806000,19.0,HARD,18.0,,,671,13.0,False,False,0 days 01:50:38.664000,2023,Australia
ZHO,0 days 00:01:23.666000,20.0,HARD,19.0,,,1,13.0,False,True,0 days 01:52:02.330000,2023,Australia
ZHO,0 days 00:01:23.268000,21.0,HARD,20.0,,,1,13.0,False,True,0 days 01:53:25.598000,2023,Australia
ZHO,0 days 00:01:23.205000,22.0,HARD,21.0,,,1,13.0,False,True,0 days 01:54:48.803000,2023,Australia
ZHO,0 days 00:01:23.418000,23.0,HARD,22.0,,,1,13.0,False,True,0 days 01:56:12.221000,2023,Australia
ZHO,0 days 00:01:23.121000,24.0,HARD,23.0,,,1,13.0,False,True,0 days 01:57:35.342000,2023,Australia
ZHO,0 days 00:01:23.460000,25.0,HARD,24.0,,,1,13.0,False,True,0 days 01:58:58.802000,2023,Australia
ZHO,0 days 00:01:23.488000,26.0,HARD,25.0,,,1,13.0,False,True,0 days 02:00:22.290000,2023,Australia
ZHO,0 days 00:01:22.631000,27.0,HARD,26.0,,,1,13.0,False,True,0 days 02:01:44.921000,2023,Australia
ZHO,0 days 00:01:22.904000,28.0,HARD,27.0,,,1,13.0,False,True,0 days 02:03:07.825000,2023,Australia
ZHO,0 days 00:01:23.250000,29.0,HARD,28.0,,,1,13.0,False,True,0 days 02:04:31.075000,2023,Australia
ZHO,0 days 00:01:23.563000,30.0,HARD,29.0,,,1,13.0,False,True,0 days 02:05:54.638000,2023,Australia
ZHO,0 days 00:01:24.468000,31.0,HARD,30.0,,,1,13.0,False,True,0 days 02:07:19.106000,2023,Australia
ZHO,0 days 00:01:23.025000,32.0,HARD,31.0,,,1,13.0,False,True,0 days 02:08:42.131000,2023,Australia
ZHO,0 days 00:01:22.777000,33.0,HARD,32.0,,,1,13.0,False,True,0 days 02:10:04.908000,2023,Australia
ZHO,0 days 00:01:23.493000,34.0,HARD,33.0,,,1,13.0,False,True,0 days 02:11:28.401000,2023,Australia
ZHO,0 days 00:01:23.667000,35.0,HARD,34.0,,,1,12.0,False,True,0 days 02:12:52.068000,2023,Australia
ZHO,0 days 00:01:24.117000,36.0,HARD,35.0,,,1,13.0,False,True,0 days 02:14:16.185000,2023,Australia
ZHO,0 days 00:01:23.222000,37.0,HARD,36.0,,,1,13.0,False,True,0 days 02:15:39.407000,2023,Australia
ZHO,0 days 00:01:22.917000,38.0,HARD,37.0,,,1,13.0,False,True,0 days 02:17:02.324000,2023,Australia
ZHO,0 days 00:01:22.464000,39.0,HARD,38.0,,,1,13.0,False,True,0 days 02:18:24.788000,2023,Australia
ZHO,0 days 00:01:22.243000,40.0,HARD,39.0,,,1,13.0,False,True,0 days 02:19:47.031000,2023,Australia
ZHO,0 days 00:01:22.246000,41.0,HARD,40.0,,,1,13.0,False,True,0 days 02:21:09.277000,2023,Australia
ZHO,0 days 00:01:22.732000,42.0,HARD,41.0,,,1,13.0,False,True,0 days 02:22:32.009000,2023,Australia
ZHO,0 days 00:01:22.348000,43.0,HARD,42.0,,,1,13.0,False,True,0 days 02:23:54.357000,2023,Australia
ZHO,0 days 00:01:22.115000,44.0,HARD,43.0,,,1,13.0,False,True,0 days 02:25:16.472000,2023,Australia
ZHO,0 days 00:01:22.049000,45.0,HARD,44.0,,,1,13.0,False,True,0 days 02:26:38.521000,2023,Australia
ZHO,0 days 00:01:21.936000,46.0,HARD,45.0,,,1,13.0,False,True,0 days 02:28:00.457000,2023,Australia
ZHO,0 days 00:01:21.862000,47.0,HARD,46.0,,,1,13.0,False,True,0 days 02:29:22.319000,2023,Australia
ZHO,0 days 00:01:21.819000,48.0,HARD,47.0,,,1,13.0,False,True,0 days 02:30:44.138000,2023,Australia
ZHO,0 days 00:01:21.983000,49.0,HARD,48.0,,,1,13.0,False,True,0 days 02:32:06.121000,2023,Australia
ZHO,0 days 00:01:21.836000,50.0,HARD,49.0,,,1,13.0,False,True,0 days 02:33:27.957000,2023,Australia
ZHO,0 days 00:01:22.781000,51.0,HARD,50.0,,,1,13.0,False,True,0 days 02:34:50.738000,2023,Australia
ZHO,0 days 00:01:22.050000,52.0,HARD,51.0,,,1,13.0,False,True,0 days 02:36:12.788000,2023,Australia
ZHO,0 days 00:01:26.766000,53.0,HARD,52.0,,,124,12.0,False,False,0 days 02:37:39.554000,2023,Australia
ZHO,0 days 00:02:10.457000,54.0,HARD,53.0,0 days 02:39:30.186000,,4,12.0,False,False,0 days 02:39:50.011000,2023,Australia
ZHO,,55.0,SOFT,1.0,0 days 02:41:46.482000,0 days 02:39:52.030000,451,12.0,True,False,0 days 02:55:45.682000,2023,Australia
ZHO,,56.0,SOFT,1.0,,0 days 02:55:47.972000,1,14.0,True,False,0 days 02:59:02.774000,2023,Australia
ZHO,,57.0,SOFT,2.0,0 days 03:01:20.937000,,125,10.0,True,False,0 days 03:32:23.782000,2023,Australia
ZHO,,58.0,SOFT,3.0,,0 days 03:32:25.853000,1,10.0,False,False,0 days 03:35:01.234000,2023,Australia
HUL,0 days 00:01:51.408000,1.0,MEDIUM,1.0,,,124,9.0,True,False,0 days 01:04:08.508000,2023,Australia
HUL,0 days 00:02:11.316000,2.0,MEDIUM,2.0,,,4,9.0,True,False,0 days 01:06:19.824000,2023,Australia
HUL,0 days 00:02:05.204000,3.0,MEDIUM,3.0,,,41,9.0,True,False,0 days 01:08:25.028000,2023,Australia
HUL,0 days 00:01:24.833000,4.0,MEDIUM,4.0,,,1,9.0,True,True,0 days 01:09:49.861000,2023,Australia
HUL,0 days 00:01:24.295000,5.0,MEDIUM,5.0,,,1,9.0,True,True,0 days 01:11:14.156000,2023,Australia
HUL,0 days 00:01:23.539000,6.0,MEDIUM,6.0,,,1,9.0,True,True,0 days 01:12:37.695000,2023,Australia
HUL,0 days 00:01:39.166000,7.0,MEDIUM,7.0,,,124,6.0,True,False,0 days 01:14:16.861000,2023,Australia
HUL,,8.0,MEDIUM,8.0,0 days 01:16:54.634000,,451,6.0,True,False,0 days 01:32:18.879000,2023,Australia
HUL,,9.0,HARD,1.0,,0 days 01:32:20.873000,1,7.0,True,False,0 days 01:35:49.780000,2023,Australia
HUL,0 days 00:01:30.264000,10.0,HARD,2.0,,,1,7.0,True,True,0 days 01:37:20.044000,2023,Australia
HUL,0 days 00:01:24.823000,11.0,HARD,3.0,,,1,7.0,True,True,0 days 01:38:44.867000,2023,Australia
HUL,0 days 00:01:23.261000,12.0,HARD,4.0,,,1,7.0,True,True,0 days 01:40:08.128000,2023,Australia
HUL,0 days 00:01:23.719000,13.0,HARD,5.0,,,1,7.0,True,True,0 days 01:41:31.847000,2023,Australia
HUL,0 days 00:01:24.129000,14.0,HARD,6.0,,,1,8.0,True,True,0 days 01:42:55.976000,2023,Australia
HUL,0 days 00:01:23.010000,15.0,HARD,7.0,,,1,8.0,True,True,0 days 01:44:18.986000,2023,Australia
HUL,0 days 00:01:22.824000,16.0,HARD,8.0,,,1,8.0,True,True,0 days 01:45:41.810000,2023,Australia
HUL,0 days 00:01:23.700000,17.0,HARD,9.0,,,1,7.0,True,True,0 days 01:47:05.510000,2023,Australia
HUL,0 days 00:01:45.143000,18.0,HARD,10.0,,,16,7.0,True,False,0 days 01:48:50.653000,2023,Australia
HUL,0 days 00:01:39.241000,19.0,HARD,11.0,,,671,7.0,True,False,0 days 01:50:29.894000,2023,Australia
HUL,0 days 00:01:22.613000,20.0,HARD,12.0,,,1,7.0,True,True,0 days 01:51:52.507000,2023,Australia
HUL,0 days 00:01:22.681000,21.0,HARD,13.0,,,1,7.0,True,True,0 days 01:53:15.188000,2023,Australia
HUL,0 days 00:01:22.625000,22.0,HARD,14.0,,,1,7.0,True,True,0 days 01:54:37.813000,2023,Australia
HUL,0 days 00:01:22.590000,23.0,HARD,15.0,,,1,7.0,True,True,0 days 01:56:00.403000,2023,Australia
HUL,0 days 00:01:22.639000,24.0,HARD,16.0,,,1,7.0,True,True,0 days 01:57:23.042000,2023,Australia
HUL,0 days 00:01:23.067000,25.0,HARD,17.0,,,1,7.0,True,True,0 days 01:58:46.109000,2023,Australia
HUL,0 days 00:01:22.479000,26.0,HARD,18.0,,,1,7.0,True,True,0 days 02:00:08.588000,2023,Australia
HUL,0 days 00:01:22.221000,27.0,HARD,19.0,,,1,7.0,True,True,0 days 02:01:30.809000,2023,Australia
HUL,0 days 00:01:22.333000,28.0,HARD,20.0,,,1,7.0,True,True,0 days 02:02:53.142000,2023,Australia
HUL,0 days 00:01:22.223000,29.0,HARD,21.0,,,1,7.0,True,True,0 days 02:04:15.365000,2023,Australia
HUL,0 days 00:01:22.671000,30.0,HARD,22.0,,,1,7.0,True,True,0 days 02:05:38.036000,2023,Australia
HUL,0 days 00:01:22.397000,31.0,HARD,23.0,,,1,7.0,True,True,0 days 02:07:00.433000,2023,Australia
HUL,0 days 00:01:22.088000,32.0,HARD,24.0,,,1,7.0,True,True,0 days 02:08:22.521000,2023,Australia
HUL,0 days 00:01:21.744000,33.0,HARD,25.0,,,1,7.0,True,True,0 days 02:09:44.265000,2023,Australia
HUL,0 days 00:01:22.192000,34.0,HARD,26.0,,,1,7.0,True,True,0 days 02:11:06.457000,2023,Australia
HUL,0 days 00:01:22.241000,35.0,HARD,27.0,,,1,7.0,True,True,0 days 02:12:28.698000,2023,Australia
HUL,0 days 00:01:22.141000,36.0,HARD,28.0,,,1,7.0,True,True,0 days 02:13:50.839000,2023,Australia
HUL,0 days 00:01:21.969000,37.0,HARD,29.0,,,1,7.0,True,True,0 days 02:15:12.808000,2023,Australia
HUL,0 days 00:01:22.197000,38.0,HARD,30.0,,,1,7.0,True,True,0 days 02:16:35.005000,2023,Australia
HUL,0 days 00:01:21.852000,39.0,HARD,31.0,,,1,7.0,True,True,0 days 02:17:56.857000,2023,Australia
HUL,0 days 00:01:21.593000,40.0,HARD,32.0,,,1,7.0,True,True,0 days 02:19:18.450000,2023,Australia
HUL,0 days 00:01:21.993000,41.0,HARD,33.0,,,1,7.0,True,True,0 days 02:20:40.443000,2023,Australia
HUL,0 days 00:01:21.438000,42.0,HARD,34.0,,,1,7.0,True,True,0 days 02:22:01.881000,2023,Australia
HUL,0 days 00:01:21.530000,43.0,HARD,35.0,,,1,7.0,True,True,0 days 02:23:23.411000,2023,Australia
HUL,0 days 00:01:23.034000,44.0,HARD,36.0,,,1,8.0,True,True,0 days 02:24:46.445000,2023,Australia
HUL,0 days 00:01:21.406000,45.0,HARD,37.0,,,1,8.0,True,True,0 days 02:26:07.851000,2023,Australia
HUL,0 days 00:01:21.124000,46.0,HARD,38.0,,,1,8.0,True,True,0 days 02:27:28.975000,2023,Australia
HUL,0 days 00:01:21.544000,47.0,HARD,39.0,,,1,8.0,True,True,0 days 02:28:50.519000,2023,Australia
HUL,0 days 00:01:21.866000,48.0,HARD,40.0,,,1,8.0,True,True,0 days 02:30:12.385000,2023,Australia
HUL,0 days 00:01:21.942000,49.0,HARD,41.0,,,1,8.0,True,True,0 days 02:31:34.327000,2023,Australia
HUL,0 days 00:01:21.872000,50.0,HARD,42.0,,,1,8.0,True,True,0 days 02:32:56.199000,2023,Australia
HUL,0 days 00:01:24.480000,51.0,HARD,43.0,,,1,9.0,True,True,0 days 02:34:20.679000,2023,Australia
HUL,0 days 00:01:22.593000,52.0,HARD,44.0,,,1,9.0,True,True,0 days 02:35:43.272000,2023,Australia
HUL,0 days 00:01:21.726000,53.0,HARD,45.0,,,12,9.0,True,True,0 days 02:37:04.998000,2023,Australia
HUL,0 days 00:01:44.548000,54.0,HARD,46.0,,,14,9.0,True,False,0 days 02:38:49.546000,2023,Australia
HUL,,55.0,HARD,47.0,0 days 02:40:57.326000,,451,9.0,True,False,0 days 02:55:35.134000,2023,Australia
HUL,,56.0,SOFT,5.0,,0 days 02:55:38.097000,1,9.0,False,False,0 days 02:59:01.819000,2023,Australia
HUL,,57.0,SOFT,6.0,0 days 03:01:13.453000,,125,8.0,False,False,0 days 03:32:20.390000,2023,Australia
HUL,,58.0,SOFT,5.0,,0 days 03:32:22.431000,1,8.0,False,False,0 days 03:35:00.506000,2023,Australia
OCO,0 days 00:02:02.304000,1.0,SOFT,1.0,0 days 01:04:03.377000,,124,15.0,True,False,0 days 01:04:19.404000,2023,Australia
OCO,0 days 00:02:06.286000,2.0,HARD,1.0,,0 days 01:04:21.518000,4,15.0,True,False,0 days 01:06:25.690000,2023,Australia
OCO,0 days 00:02:03.289000,3.0,HARD,2.0,,,41,15.0,True,False,0 days 01:08:28.979000,2023,Australia
OCO,0 days 00:01:25.603000,4.0,HARD,3.0,,,1,15.0,True,True,0 days 01:09:54.582000,2023,Australia
OCO,0 days 00:01:24.974000,5.0,HARD,4.0,,,1,15.0,True,True,0 days 01:11:19.556000,2023,Australia
OCO,0 days 00:01:23.963000,6.0,HARD,5.0,,,1,15.0,True,True,0 days 01:12:43.519000,2023,Australia
OCO,0 days 00:01:41.541000,7.0,HARD,6.0,,,124,13.0,True,False,0 days 01:14:25.060000,2023,Australia
OCO,,8.0,HARD,7.0,0 days 01:17:12.743000,,451,13.0,True,False,0 days 01:32:46.258000,2023,Australia
OCO,,9.0,HARD,8.0,,0 days 01:32:50.685000,1,13.0,False,False,0 days 01:35:51.112000,2023,Australia
OCO,0 days 00:01:32.567000,10.0,HARD,9.0,,,1,13.0,False,True,0 days 01:37:23.679000,2023,Australia
OCO,0 days 00:01:25.266000,11.0,HARD,10.0,,,1,13.0,False,True,0 days 01:38:48.945000,2023,Australia
OCO,0 days 00:01:23.841000,12.0,HARD,11.0,,,1,13.0,False,True,0 days 01:40:12.786000,2023,Australia
OCO,0 days 00:01:23.486000,13.0,HARD,12.0,,,1,13.0,False,True,0 days 01:41:36.272000,2023,Australia
OCO,0 days 00:01:23.490000,14.0,HARD,13.0,,,1,13.0,False,True,0 days 01:42:59.762000,2023,Australia
OCO,0 days 00:01:24.884000,15.0,HARD,14.0,,,1,13.0,False,True,0 days 01:44:24.646000,2023,Australia
OCO,0 days 00:01:23.447000,16.0,HARD,15.0,,,1,12.0,False,True,0 days 01:45:48.093000,2023,Australia
OCO,0 days 00:01:23.008000,17.0,HARD,16.0,,,1,11.0,False,True,0 days 01:47:11.101000,2023,Australia
OCO,0 days 00:01:47.904000,18.0,HARD,17.0,,,16,11.0,False,False,0 days 01:48:59.005000,2023,Australia
OCO,0 days 00:01:37.286000,19.0,HARD,18.0,,,671,11.0,False,False,0 days 01:50:36.291000,2023,Australia
OCO,0 days 00:01:22.770000,20.0,HARD,19.0,,,1,11.0,False,True,0 days 01:51:59.061000,2023,Australia
OCO,0 days 00:01:24.341000,21.0,HARD,20.0,,,1,12.0,False,True,0 days 01:53:23.402000,2023,Australia
OCO,0 days 00:01:23.518000,22.0,HARD,21.0,,,1,12.0,False,True,0 days 01:54:46.920000,2023,Australia
OCO,0 days 00:01:23.585000,23.0,HARD,22.0,,,1,12.0,False,True,0 days 01:56:10.505000,2023,Australia
OCO,0 days 00:01:23.404000,24.0,HARD,23.0,,,1,12.0,False,True,0 days 01:57:33.909000,2023,Australia
OCO,0 days 00:01:23.632000,25.0,HARD,24.0,,,1,12.0,False,True,0 days 01:58:57.541000,2023,Australia
OCO,0 days 00:01:22.913000,26.0,HARD,25.0,,,1,11.0,False,True,0 days 02:00:20.454000,2023,Australia
OCO,0 days 00:01:22.047000,27.0,HARD,26.0,,,1,10.0,False,True,0 days 02:01:42.501000,2023,Australia
OCO,0 days 00:01:22.256000,28.0,HARD,27.0,,,1,10.0,False,True,0 days 02:03:04.757000,2023,Australia
OCO,0 days 00:01:22.138000,29.0,HARD,28.0,,,1,10.0,False,True,0 days 02:04:26.895000,2023,Australia
OCO,0 days 00:01:21.998000,30.0,HARD,29.0,,,1,10.0,False,True,0 days 02:05:48.893000,2023,Australia
OCO,0 days 00:01:22.027000,31.0,HARD,30.0,,,1,10.0,False,True,0 days 02:07:10.920000,2023,Australia
OCO,0 days 00:01:22.041000,32.0,HARD,31.0,,,1,10.0,False,True,0 days 02:08:32.961000,2023,Australia
OCO,0 days 00:01:22.088000,33.0,HARD,32.0,,,1,10.0,False,True,0 days 02:09:55.049000,2023,Australia
OCO,0 days 00:01:21.788000,34.0,HARD,33.0,,,1,10.0,False,True,0 days 02:11:16.837000,2023,Australia
OCO,0 days 00:01:22.071000,35.0,HARD,34.0,,,1,10.0,False,True,0 days 02:12:38.908000,2023,Australia
OCO,0 days 00:01:22.772000,36.0,HARD,35.0,,,1,10.0,False,True,0 days 02:14:01.680000,2023,Australia
OCO,0 days 00:01:21.954000,37.0,HARD,36.0,,,1,10.0,False,True,0 days 02:15:23.634000,2023,Australia
OCO,0 days 00:01:21.869000,38.0,HARD,37.0,,,1,10.0,False,True,0 days 02:16:45.503000,2023,Australia
OCO,0 days 00:01:21.750000,39.0,HARD,38.0,,,1,10.0,False,True,0 days 02:18:07.253000,2023,Australia
OCO,0 days 00:01:21.902000,40.0,HARD,39.0,,,1,10.0,False,True,0 days 02:19:29.155000,2023,Australia
OCO,0 days 00:01:21.675000,41.0,HARD,40.0,,,1,10.0,False,True,0 days 02:20:50.830000,2023,Australia
OCO,0 days 00:01:21.539000,42.0,HARD,41.0,,,1,10.0,False,True,0 days 02:22:12.369000,2023,Australia
OCO,0 days 00:01:21.273000,43.0,HARD,42.0,,,1,10.0,False,True,0 days 02:23:33.642000,2023,Australia
OCO,0 days 00:01:21.203000,44.0,HARD,43.0,,,1,10.0,False,True,0 days 02:24:54.845000,2023,Australia
OCO,0 days 00:01:21.476000,45.0,HARD,44.0,,,1,10.0,False,True,0 days 02:26:16.321000,2023,Australia
OCO,0 days 00:01:21.508000,46.0,HARD,45.0,,,1,10.0,False,True,0 days 02:27:37.829000,2023,Australia
OCO,0 days 00:01:21.382000,47.0,HARD,46.0,,,1,10.0,False,True,0 days 02:28:59.211000,2023,Australia
OCO,0 days 00:01:21.470000,48.0,HARD,47.0,,,1,10.0,False,True,0 days 02:30:20.681000,2023,Australia
OCO,0 days 00:01:21.668000,49.0,HARD,48.0,,,1,10.0,False,True,0 days 02:31:42.349000,2023,Australia
OCO,0 days 00:01:21.204000,50.0,HARD,49.0,,,1,10.0,False,True,0 days 02:33:03.553000,2023,Australia
OCO,0 days 00:01:21.452000,51.0,HARD,50.0,,,1,10.0,False,True,0 days 02:34:25.005000,2023,Australia
OCO,0 days 00:01:21.436000,52.0,HARD,51.0,,,1,10.0,False,True,0 days 02:35:46.441000,2023,Australia
OCO,0 days 00:01:21.338000,53.0,HARD,52.0,,,12,10.0,False,True,0 days 02:37:07.779000,2023,Australia
OCO,0 days 00:01:46.329000,54.0,HARD,53.0,,,14,10.0,False,False,0 days 02:38:54.108000,2023,Australia
OCO,,55.0,HARD,54.0,0 days 02:41:01.952000,,451,10.0,False,False,0 days 02:55:38.904000,2023,Australia
OCO,,56.0,SOFT,1.0,,0 days 02:55:41.800000,1,10.0,True,False,0 days 02:59:01.964000,2023,Australia
OCO,,57.0,SOFT,2.0,,,12,,True,False,0 days 02:59:24.751000,2023,Australia
NOR,0 days 00:01:56.566000,1.0,MEDIUM,1.0,,,124,11.0,True,False,0 days 01:04:13.666000,2023,Australia
NOR,0 days 00:02:07.813000,2.0,MEDIUM,2.0,,,4,11.0,True,False,0 days 01:06:21.479000,2023,Australia
NOR,0 days 00:02:04.797000,3.0,MEDIUM,3.0,,,41,11.0,True,False,0 days 01:08:26.276000,2023,Australia
NOR,0 days 00:01:25.444000,4.0,MEDIUM,4.0,,,1,11.0,True,True,0 days 01:09:51.720000,2023,Australia
NOR,0 days 00:01:24.732000,5.0,MEDIUM,5.0,,,1,11.0,True,True,0 days 01:11:16.452000,2023,Australia
NOR,0 days 00:01:23.858000,6.0,MEDIUM,6.0,,,1,11.0,True,True,0 days 01:12:40.310000,2023,Australia
NOR,0 days 00:01:42.393000,7.0,MEDIUM,7.0,,,124,10.0,True,False,0 days 01:14:22.703000,2023,Australia
NOR,,8.0,MEDIUM,8.0,0 days 01:17:03.431000,,451,9.0,True,False,0 days 01:32:33.850000,2023,Australia
NOR,,9.0,HARD,1.0,,0 days 01:32:38.154000,1,9.0,True,False,0 days 01:35:50.415000,2023,Australia
NOR,0 days 00:01:30.926000,10.0,HARD,2.0,,,1,9.0,True,True,0 days 01:37:21.341000,2023,Australia
NOR,0 days 00:01:25.817000,11.0,HARD,3.0,,,1,10.0,True,True,0 days 01:38:47.158000,2023,Australia
NOR,0 days 00:01:23.775000,12.0,HARD,4.0,,,1,10.0,True,True,0 days 01:40:10.933000,2023,Australia
NOR,0 days 00:01:23.540000,13.0,HARD,5.0,,,1,10.0,True,True,0 days 01:41:34.473000,2023,Australia
NOR,0 days 00:01:23.307000,14.0,HARD,6.0,,,1,9.0,True,True,0 days 01:42:57.780000,2023,Australia
NOR,0 days 00:01:23.568000,15.0,HARD,7.0,,,1,9.0,True,True,0 days 01:44:21.348000,2023,Australia
NOR,0 days 00:01:23.111000,16.0,HARD,8.0,,,1,9.0,True,True,0 days 01:45:44.459000,2023,Australia
NOR,0 days 00:01:22.986000,17.0,HARD,9.0,,,1,8.0,True,True,0 days 01:47:07.445000,2023,Australia
NOR,0 days 00:01:45.957000,18.0,HARD,10.0,,,16,8.0,True,False,0 days 01:48:53.402000,2023,Australia
NOR,0 days 00:01:38.450000,19.0,HARD,11.0,,,671,8.0,True,False,0 days 01:50:31.852000,2023,Australia
NOR,0 days 00:01:22.741000,20.0,HARD,12.0,,,1,8.0,True,True,0 days 01:51:54.593000,2023,Australia
NOR,0 days 00:01:22.828000,21.0,HARD,13.0,,,1,8.0,True,True,0 days 01:53:17.421000,2023,Australia
NOR,0 days 00:01:22.532000,22.0,HARD,14.0,,,1,8.0,True,True,0 days 01:54:39.953000,2023,Australia
NOR,0 days 00:01:22.650000,23.0,HARD,15.0,,,1,8.0,True,True,0 days 01:56:02.603000,2023,Australia
NOR,0 days 00:01:22.536000,24.0,HARD,16.0,,,1,8.0,True,True,0 days 01:57:25.139000,2023,Australia
NOR,0 days 00:01:22.560000,25.0,HARD,17.0,,,1,8.0,True,True,0 days 01:58:47.699000,2023,Australia
NOR,0 days 00:01:22.458000,26.0,HARD,18.0,,,1,8.0,True,True,0 days 02:00:10.157000,2023,Australia
NOR,0 days 00:01:22.415000,27.0,HARD,19.0,,,1,8.0,True,True,0 days 02:01:32.572000,2023,Australia
NOR,0 days 00:01:22.426000,28.0,HARD,20.0,,,1,8.0,True,True,0 days 02:02:54.998000,2023,Australia
NOR,0 days 00:01:22.234000,29.0,HARD,21.0,,,1,8.0,True,True,0 days 02:04:17.232000,2023,Australia
NOR,0 days 00:01:22.228000,30.0,HARD,22.0,,,1,8.0,True,True,0 days 02:05:39.460000,2023,Australia
NOR,0 days 00:01:22.339000,31.0,HARD,23.0,,,1,8.0,True,True,0 days 02:07:01.799000,2023,Australia
NOR,0 days 00:01:22.160000,32.0,HARD,24.0,,,1,8.0,True,True,0 days 02:08:23.959000,2023,Australia
NOR,0 days 00:01:22.280000,33.0,HARD,25.0,,,1,8.0,True,True,0 days 02:09:46.239000,2023,Australia
NOR,0 days 00:01:22.294000,34.0,HARD,26.0,,,1,8.0,True,True,0 days 02:11:08.533000,2023,Australia
NOR,0 days 00:01:22.147000,35.0,HARD,27.0,,,1,8.0,True,True,0 days 02:12:30.680000,2023,Australia
NOR,0 days 00:01:22.090000,36.0,HARD,28.0,,,1,8.0,True,True,0 days 02:13:52.770000,2023,Australia
NOR,0 days 00:01:22.155000,37.0,HARD,29.0,,,1,8.0,True,True,0 days 02:15:14.925000,2023,Australia
NOR,0 days 00:01:21.856000,38.0,HARD,30.0,,,1,8.0,True,True,0 days 02:16:36.781000,2023,Australia
NOR,0 days 00:01:21.657000,39.0,HARD,31.0,,,1,8.0,True,True,0 days 02:17:58.438000,2023,Australia
NOR,0 days 00:01:21.643000,40.0,HARD,32.0,,,1,8.0,True,True,0 days 02:19:20.081000,2023,Australia
NOR,0 days 00:01:21.674000,41.0,HARD,33.0,,,1,8.0,True,True,0 days 02:20:41.755000,2023,Australia
NOR,0 days 00:01:21.496000,42.0,HARD,34.0,,,1,8.0,True,True,0 days 02:22:03.251000,2023,Australia
NOR,0 days 00:01:22.219000,43.0,HARD,35.0,,,1,9.0,True,True,0 days 02:23:25.470000,2023,Australia
NOR,0 days 00:01:21.272000,44.0,HARD,36.0,,,1,9.0,True,True,0 days 02:24:46.742000,2023,Australia
NOR,0 days 00:01:21.518000,45.0,HARD,37.0,,,1,9.0,True,True,0 days 02:26:08.260000,2023,Australia
NOR,0 days 00:01:21.173000,46.0,HARD,38.0,,,1,9.0,True,True,0 days 02:27:29.433000,2023,Australia
NOR,0 days 00:01:21.482000,47.0,HARD,39.0,,,1,9.0,True,True,0 days 02:28:50.915000,2023,Australia
NOR,0 days 00:01:21.784000,48.0,HARD,40.0,,,1,9.0,True,True,0 days 02:30:12.699000,2023,Australia
NOR,0 days 00:01:22.341000,49.0,HARD,41.0,,,1,9.0,True,True,0 days 02:31:35.040000,2023,Australia
NOR,0 days 00:01:21.714000,50.0,HARD,42.0,,,1,9.0,True,True,0 days 02:32:56.754000,2023,Australia
NOR,0 days 00:01:22.032000,51.0,HARD,43.0,,,1,8.0,True,True,0 days 02:34:18.786000,2023,Australia
NOR,0 days 00:01:21.352000,52.0,HARD,44.0,,,1,8.0,True,True,0 days 02:35:40.138000,2023,Australia
NOR,0 days 00:01:21.259000,53.0,HARD,45.0,,,12,8.0,True,True,0 days 02:37:01.397000,2023,Australia
NOR,0 days 00:01:44.622000,54.0,HARD,46.0,,,14,8.0,True,False,0 days 02:38:46.019000,2023,Australia
NOR,,55.0,HARD,47.0,0 days 02:40:55.420000,,451,8.0,True,False,0 days 02:55:33.230000,2023,Australia
NOR,,56.0,SOFT,1.0,,0 days 02:55:36.425000,1,8.0,True,False,0 days 02:59:01.603000,2023,Australia
NOR,,57.0,SOFT,2.0,0 days 03:01:16.593000,,125,7.0,True,False,0 days 03:32:18.252000,2023,Australia
NOR,,58.0,SOFT,5.0,,0 days 03:32:20.681000,1,7.0,False,False,0 days 03:34:59.252000,2023,Australia
